,국가별수출입 실적,국가명,수출건수,수출금액
6578,2020.01,트리니다드 토바고,                  82,"               4,079"
6579,2020.02,트리니다드 토바고,                  64,"               6,017"
6580,2020.03,트리니다드 토바고,                  76,"               7,491"
6581,2020.04,트리니다드 토바고,                  63,"               2,598"
6582,2020.05,트리니다드 토바고,                  72,"               1,535"
6583,2020.06,트리니다드 토바고,                  68,"               3,402"
6584,2020.07,트리니다드 토바고,                  74,"               3,124"
6585,2020.08,트리니다드 토바고,                  72,"               4,238"
6586,2020.09,트리니다드 토바고,                  72,"               3,610"
6587,2020.10,트리니다드 토바고,                  81,"               7,595"
6588,2020.11,트리니다드 토바고,                  97,"               3,909"
6589,2020.12,트리니다드 토바고,                  96,"               4,651"
6590,2021.01,트리니다드 토바고,                  64,"               4,330"
6591,2021.02,트리니다드 토바고,                  48,"               3,471"
6592,2021.03,트리니다드 토바고,                  81,"               6,734"
6593,2021.04,트리니다드 토바고,                  62,"               3,228"
6594,2021.05,트리니다드 토바고,                  77,"               4,190"
6595,2021.06,트리니다드 토바고,                  69,"               2,328"
6596,2021.07,트리니다드 토바고,                  60,"               2,063"
6597,2021.08,트리니다드 토바고,                  79,"               3,169"
6598,2021.09,트리니다드 토바고,                  66,"               4,134"
6599,2021.10,트리니다드 토바고,                  78,"               4,815"
6600,2021.11,트리니다드 토바고,                  65,"               2,855"
6601,2021.12,트리니다드 토바고,                  77,"               7,895"
6602,2022.01,트리니다드 토바고,                  84,"               5,803"
6603,2022.02,트리니다드 토바고,                  70,"               3,504"
6604,2022.03,트리니다드 토바고,                  93,"               4,234"
6605,2022.04,트리니다드 토바고,                  88,"               5,338"
6606,2022.05,트리니다드 토바고,                  90,"               4,751"
6607,2022.06,트리니다드 토바고,                  75,"               5,429"
6608,2022.07,트리니다드 토바고,                 108,"               6,982"
6609,2020.01,티모르,                   5,                  52
6610,2020.02,티모르,                   6,                 220
6611,2020.03,티모르,                   4,                  45
6612,2020.04,티모르,                   5,                 495
6613,2020.05,티모르,                   1,                  73
6614,2020.06,티모르,                   1,                   1
6615,2020.07,티모르,                   8,                 574
6616,2020.08,티모르,                   3,                   9
6617,2020.09,티모르,                   5,                  91
6618,2020.10,티모르,                  10,                 702
6619,2020.11,티모르,                   5,                  44
6620,2020.12,티모르,                   7,                  71
6621,2021.01,티모르,                   4,                 202
6622,2021.02,티모르,                   8,                  65
6623,2021.03,티모르,                   1,                  39
6624,2021.04,티모르,                   4,                 338
6625,2021.05,티모르,                   5,                 133
6626,2021.06,티모르,                   5,                 115
6627,2021.07,티모르,                   2,                  11
6628,2021.08,티모르,                   2,                  16
6629,2021.09,티모르,                   9,                 322
6630,2021.10,티모르,                   3,                  59
6631,2021.11,티모르,                   3,                 342
6632,2021.12,티모르,                   5,                 230
6633,2022.01,티모르,                  14,                 408
6634,2022.02,티모르,                   8,                  74
6635,2022.03,티모르,                   3,                 124
6636,2022.04,티모르,                   5,                 231
6637,2022.05,티모르,                   3,                  33
6638,2022.06,티모르,                   1,                  13
